Rent_At_Level,Gap,Total,At_This_Level,Vacant,Substandard,Substandard_Vacant,eli_old,vli_old,li_old,Gap_No_Assisted,Per100,Per100_No_Assisted,county,eli,vli,li
Low (51-80%),-455.2899735,3369.327752,3289.044109,562.1588728,0,26.58525628,1831.67,441.73,85.6,-369.2899735,113.5127838,110.96034582,37155,1392,411,86
Middle (81-120%),1249.789259,1653.121299,403.33204,,0,,1831.67,441.73,85.6,1249.789259,24.39821206,24.398212052,37155,1392,411,86
High (over 120%),2195.127425,2268.127425,73,,0,,1831.67,441.73,85.6,2195.127425,3.218514057,3.2185140568,37155,1392,411,86
Extremely low (0-30% AMI),1913.637536,4419.968004,2506.330468,,0,,409.32,166.14,33.54,2346.637536,56.70471971,46.908268705,37157,433,166,24
Very low (31-50%),-554.2846227,2417.464183,2631.34575,395.3796562,54.97659981,0,409.32,166.14,33.54,-388.2846227,122.9283489,116.06164945,37157,433,166,24
Low (51-80%),-240.2402101,2064.258357,2126.012894,193.5477555,15.06208214,0,409.32,166.14,33.54,-216.2402101,111.6380883,110.47544312,37157,433,166,24
Middle (81-120%),1616.914518,2010.787966,393.873448,,0,,409.32,166.14,33.54,1616.914518,19.58801498,19.58801498,37157,433,166,24
High (over 120%),985.813276,1034.011939,169.4484241,149.1146132,121.2497612,149.1146132,409.32,166.14,33.54,985.813276,4.661325565,4.6613255788,37157,433,166,24
Extremely low (0-30% AMI),2516,3954,1383,55,0,0,1265.81,358.2,71.99,3484,36.3682347,11.886697016,37159,968,285,59
Very low (31-50%),-356,3736,3138,954,0,0,1265.81,358.2,71.99,-71,109.5289079,101.90042827,37159,968,285,59
Low (51-80%),-392,2871,3244,328,309,0,1265.81,358.2,71.99,-333,113.6537792,111.59874608,37159,968,285,59
Middle (81-120%),2180,2734,554,,0,,1265.81,358.2,71.99,2180,20.2633504,20.263350402,37159,968,285,59
High (over 120%),2629,2683,54,120,0,120,1265.81,358.2,71.99,2629,2.012672382,2.0126723817,37159,968,285,59
Extremely low (0-30% AMI),1232.092281,1949.205215,579.9808115,137.1321225,0,0,336.44,163.91,17.65,1472.092281,36.79001721,24.477306459,37161,240,162,17
Very low (31-50%),585.8519115,1447.645525,592.1423759,379.9440457,0,110.292808,336.44,163.91,17.65,747.8519115,59.53070684,48.340122041,37161,240,162,17
Low (51-80%),-1296.674381,1264.802695,2039.368537,636.5949905,0,114.4864509,336.44,163.91,17.65,-1279.674381,202.5198939,201.17581075,37161,240,162,17
Middle (81-120%),688.5961623,1062.249744,293.5550022,80.09857917,0,0,336.44,163.91,17.65,688.5961623,35.17568101,35.175681031,37161,240,162,17
High (over 120%),752.7588985,808.9537132,41.93642889,14.25838582,0,0,336.44,163.91,17.65,752.7588985,6.946604458,6.9466044575,37161,240,162,17
Extremely low (0-30% AMI),1652.014054,2755.102703,1103.088649,,0,,384.39,127.95,28.66,2044.014054,40.03802281,25.809878094,37163,392,152,29
Very low (31-50%),203.2281081,2645.631892,2114.515135,461.4535135,0,133.5648649,384.39,127.95,28.66,355.2281081,92.3183528,86.573033491,37163,392,152,29
Low (51-80%),-846.4345946,636.3972973,1449.30973,224.7032432,0,191.1810811,384.39,127.95,28.66,-817.4345946,233.0041152,228.44721341,37163,392,152,29
Middle (81-120%),1208.369189,1311.030811,102.6616216,,0,,384.39,127.95,28.66,1208.369189,7.830603276,7.8306033038,37163,392,152,29
High (over 120%),837.0064865,837.0064865,37.71243243,,37.71243243,,384.39,127.95,28.66,837.0064865,0,0,37163,392,152,29
Extremely low (0-30% AMI),1022.689455,2102.951622,1049.928158,53.85834299,23.52433372,0,1171.05,353.8,67.15,1802.689455,51.36885487,14.278130027,37165,780,300,48
Very low (31-50%),-65.31097914,870.7098783,873.4956547,81.09704519,18.57184241,0,1171.05,353.8,67.15,234.68902086,107.5008887,73.046243449,37165,780,300,48
Low (51-80%),-316.0308517,898.8771727,1158.263905,105.8595017,0,49.21538239,1171.05,353.8,67.15,-268.0308517,135.1584022,129.81840677,37165,780,300,48
Middle (81-120%),411.3663094,809.1132677,363.6985805,34.04837775,0,0,1171.05,353.8,67.15,411.3663094,49.15837797,49.158377965,37165,780,300,48
High (over 120%),829.5422943,884.3292294,54.78693511,,0,,1171.05,353.8,67.15,829.5422943,6.195309766,6.1953097646,37165,780,300,48
Extremely low (0-30% AMI),699.6089686,1373.136024,388.9273543,284.5997011,0,0,399.23,90.07,11.7,1003.6089686,49.05027933,26.911176238,37167,304,107,12
Very low (31-50%),-352.1058296,1699.15994,1847.213154,322.1883408,118.135725,0,399.23,90.07,11.7,-245.1058296,120.7223476,114.42511819,37167,304,107,12
Low (51-80%),-69.80747384,1660.804185,1340.150075,550.7886398,14.57518685,145.7518685,399.23,90.07,11.7,-57.80747384,104.2032333,103.48069173,37167,304,107,12
Middle (81-120%),1298.72586,1439.107922,140.3820628,,0,,399.23,90.07,11.7,1298.72586,9.754797441,9.754797389,37167,304,107,12
High (over 120%),1172.918984,1172.918984,,,,,399.23,90.07,11.7,1172.918984,0,0,37167,304,107,12
Extremely low (0-30% AMI),627.3624642,1449.031996,821.669532,,0,,183.18,42.05,1.77,791.3624642,56.70471971,45.386819174,37169,164,47,1
Very low (31-50%),-181.7153773,792.5358166,862.6542502,129.6203438,18.02340019,0,183.18,42.05,1.77,-134.7153773,122.9283489,116.99801756,37169,164,47,1
Low (51-80%),-78.75978988,676.7416428,696.987106,63.45224451,4.937917861,0,183.18,42.05,1.77,-77.75978988,111.6380883,111.49032141,37169,164,47,1
Middle (81-120%),530.0854823,659.2120344,129.1265521,,0,,183.18,42.05,1.77,530.0854823,19.58801498,19.588014988,37169,164,47,1
High (over 120%),323.186724,338.9880611,55.55157593,48.88538682,39.75023878,48.88538682,183.18,42.05,1.77,323.186724,4.661325565,4.661325549,37169,164,47,1
Extremely low (0-30% AMI),1444.514835,2361.226172,916.7113373,,0,,455.79,193.83,39.38,1897.514835,38.82352941,19.638581958,37171,453,208,34
Very low (31-50%),-231.1788734,1633.789594,1562.693851,495.7868712,42.37494625,151.1373083,455.79,193.83,39.38,-23.1788734,114.1498559,101.41871839,37171,453,208,34
Low (51-80%),-583.8325928,1792.931059,1944.068368,432.6952845,0,0,455.79,193.83,39.38,-549.8325928,132.5630252,130.66668905,37171,453,208,34
Middle (81-120%),322.0495915,623.3825426,301.3329511,,0,,455.79,193.83,39.38,322.0495915,48.33836858,48.338368579,37171,453,208,34
High (over 120%),1008.994554,1096.569443,87.57488892,175.1497778,0,175.1497778,455.79,193.83,39.38,1008.994554,7.986260198,7.9862602008,37171,453,208,34
Extremely low (0-30% AMI),172.5910064,365.8708066,187.6374019,5.642398287,0,0,59.63,28.48,0.89,215.5910064,52.82733595,41.074553501,37173,43,20,1
Very low (31-50%),120.2605282,202.3518915,74.78943612,7.301927195,0,0,59.63,28.48,0.89,140.2605282,40.56861673,30.684844525,37173,43,20,1
Low (51-80%),-160.089222,224.4789436,308.8936474,75.6745182,0,0,59.63,28.48,0.89,-159.089222,171.3159192,170.8704431,37173,43,20,1
Middle (81-120%),151.0171306,186.9735903,21.46324054,14.49321913,0,0,59.63,28.48,0.89,151.0171306,19.23076923,19.230769245,37173,43,20,1
High (over 120%),287.9835832,287.9835832,,,,,59.63,28.48,0.89,287.9835832,0,0,37173,43,20,1
Extremely low (0-30% AMI),328.555626,510.8976228,109.8727417,72.46925515,0,0,324.66,93.77,15.57,522.555626,35.69051581,-2.281866793,37175,194,67,10
Very low (31-50%),-176.8164818,188.2925515,316.0169572,49.09207607,0,0,324.66,93.77,15.57,-109.8164818,193.9051919,158.3222655,37175,194,67,10
Low (51-80%),103.2846276,846.4664025,636.4968304,122.8364501,16.15150555,0,324.66,93.77,15.57,113.2846276,87.7981421,86.616760303,37175,194,67,10
Middle (81-120%),409.3131537,547.8760697,138.562916,,0,,324.66,93.77,15.57,409.3131537,25.2909232,25.290923197,37175,194,67,10
High (over 120%),835.2028526,963.7773376,128.5744849,,0,,324.66,93.77,15.57,835.2028526,13.34068357,13.340683577,37175,194,67,10
Extremely low (0-30% AMI),21.80271979,63.95939475,32.41907681,10.21260295,0.475004788,0,25.62,9.18,1.2,60.80271979,65.91162273,4.935435947,37177,39,15,3
Very low (31-50%),6.175062249,59.87435357,37.64412948,23.06148248,0,7.006320628,25.62,9.18,1.2,21.175062249,89.68663229,64.634169746,37177,39,15,3
Low (51-80%),-11.23386324,45.22045585,49.89925302,6.555066079,0,0,25.62,9.18,1.2,-8.23386324,124.842437,118.2082712,37177,39,15,3
Middle (81-120%),36.48036775,51.63302049,15.15265275,,0,,25.62,9.18,1.2,36.48036775,29.34682613,29.346826113,37177,39,15,3
High (over 120%),21.89772074,21.89772074,,,,,25.62,9.18,1.2,21.89772074,0,0,37177,39,15,3
Extremely low (0-30% AMI),2597.670437,3785.224886,1052.122404,528.7205808,0,393.2885362,501.34,123.46,9.2,3062.670437,31.37341861,19.08881165,37179,465,117,8
Very low (31-50%),-250.6824244,2287.480162,2538.162587,,0,,501.34,123.46,9.2,-133.6824244,110.9588896,105.84409109,37179,465,117,8
Low (51-80%),-336.3484721,3154.231302,3088.155158,445.2731724,0,42.84855648,501.34,123.46,9.2,-328.3484721,110.6634054,110.40977787,37179,465,117,8
Middle (81-120%),1461.660645,2236.260341,774.5996961,,0,,501.34,123.46,9.2,1461.660645,34.63817168,34.638171674,37179,465,117,8
High (over 120%),2862.842816,3082.842816,220,,0,,501.34,123.46,9.2,2862.842816,7.136270421,7.1362704209,37179,465,117,8
Extremely low (0-30% AMI),941.9878788,1423.113514,381.3674038,131.4522523,31.69402129,0,477.68,162.98,33.34,1338.9878788,33.80795911,5.9113791256,37181,397,147,30
Very low (31-50%),-8.832760033,1920.345946,1420.515643,846.9058149,37.40933661,300.8334152,477.68,162.98,33.34,138.16723997,100.4599567,92.805085966,37181,397,147,30
Low (51-80%),116.3846028,1344.657822,822.4858313,405.7873874,0,0,477.68,162.98,33.34,146.3846028,91.3446677,89.113616832,37181,397,147,30
Middle (81-120%),1049.539722,1064.607371,15.06764947,,0,,477.68,162.98,33.34,1049.539722,1.415324549,1.4153245046,37181,397,147,30
High (over 120%),537.2396396,537.2396396,,,,,477.68,162.98,33.34,537.2396396,0,0,37181,397,147,30
Extremely low (0-30% AMI),22548,29732,6945,292,53,0,5714.36,884.45,93.19,26626,24.1625185,10.446656801,37183,4078,707,81
Very low (31-50%),-8250,24209,28126,4457,47,77,5714.36,884.45,93.19,-7543,134.0782354,131.15783386,37183,4078,707,81
Low (51-80%),-5507,28839,29919,4905,270,208,5714.36,884.45,93.19,-5426,119.0956691,118.8147994,37183,4078,707,81
Middle (81-120%),23830,26396,2566,,0,,5714.36,884.45,93.19,23830,9.721169874,9.7211698742,37183,4078,707,81
High (over 120%),18611,20917,2777,238,709,0,5714.36,884.45,93.19,18611,11.02452551,11.024525506,37183,4078,707,81
Extremely low (0-30% AMI),337.0051593,541.7600783,186.1960567,28.79683523,10.23797298,0,138.78,41.42,0.8,482.0051593,37.79439039,11.029775244,37185,145,48,3
Very low (31-50%),-8.235933095,491.2706444,366.9009921,206.4755559,7.701228501,66.168742,138.78,41.42,0.8,39.764066905,101.6764554,91.905873604,37185,145,48,3
Low (51-80%),-27.05842477,343.0910884,284.3119317,87.08880925,0,1.251227747,138.78,41.42,0.8,-24.05842477,107.8866592,107.01225581,37185,145,48,3
Middle (81-120%),257.3931219,329.7968779,72.40375602,,0,,138.78,41.42,0.8,257.3931219,21.95404531,21.954045308,37185,145,48,3
High (over 120%),159.9611509,159.9611509,14.32857581,,14.32857581,,138.78,41.42,0.8,159.9611509,0,0,37185,145,48,3
Extremely low (0-30% AMI),139.9593948,410.5780502,208.1095576,65.55832216,3.049224287,0,350.18,91.95,25.87,428.9593948,65.91162273,-4.476942835,37187,289,78,23
Very low (31-50%),39.63991573,384.3547213,241.6510247,148.0398391,0,44.97605823,350.18,91.95,25.87,117.63991573,89.68663229,69.392878711,37187,289,78,23
Low (51-80%),-72.11415438,290.2861521,320.3210113,42.07929515,0,0,350.18,91.95,25.87,-49.11415438,124.842437,116.91922058,37187,289,78,23
Middle (81-120%),234.1804252,331.45068,97.27025474,,0,,350.18,91.95,25.87,234.1804252,29.34682613,29.34682614,37187,289,78,23
High (over 120%),140.5692396,140.5692396,,,,,350.18,91.95,25.87,140.5692396,0,0,37187,289,78,23
Extremely low (0-30% AMI),4819.001251,5537.353346,680.0847405,38.2673546,0,0,231.64,59.2,5.16,5014.001251,12.9728419,9.4513039407,37189,195,59,4
Very low (31-50%),-630.4043152,2198.02314,2000.644153,1023.819575,0,196.0362727,231.64,59.2,5.16,-571.4043152,128.6805131,125.99628297,37189,195,59,4
Low (51-80%),-2852.59631,1669.665103,3697.834897,824.4265166,0,0,231.64,59.2,5.16,-2848.59631,270.8484117,270.60884275,37189,195,59,4
Middle (81-120%),-1075.514071,1172.860851,1730.087242,518.2876798,0,0,231.64,59.2,5.16,-1075.514071,191.7000572,191.70005718,37189,195,59,4
High (over 120%),251.0875547,1174.874922,665.3148843,258.4724828,0,0,231.64,59.2,5.16,251.0875547,78.62857143,78.628571434,37189,195,59,4
Extremely low (0-30% AMI),3989,6869,2980,,100,,1398.9,428.55,140.55,5237,41.92750036,23.758916873,37191,1248,466,118
Very low (31-50%),-1172,2645,3142,1067,109,283,1398.9,428.55,140.55,-706,144.3100189,126.69187146,37191,1248,466,118
Low (51-80%),-349,3928,3857,420,0,0,1398.9,428.55,140.55,-231,108.8849287,105.8808554,37191,1248,466,118
Middle (81-120%),649,2383,1775,118,159,0,1398.9,428.55,140.55,649,72.76542174,72.765421737,37191,1248,466,118
High (over 120%),3367,3555,188,,0,,1398.9,428.55,140.55,3367,5.288326301,5.288326301,37191,1248,466,118
Extremely low (0-30% AMI),1383.392289,2261.314319,877.9220295,,0,,526.16,197.95,37.89,1822.392289,38.82352941,19.410040714,37193,439,189,32
Very low (31-50%),-221.3968754,1564.658163,1496.570732,474.8083704,40.581912,144.7421528,526.16,197.95,37.89,-32.3968754,114.1498559,102.07054015,37193,439,189,32
Low (51-80%),-559.1285653,1717.065788,1861.80794,414.3864125,0,0,526.16,197.95,37.89,-527.1285653,132.5630252,130.69938083,37193,439,189,32
Middle (81-120%),308.4225312,597.0050165,288.5824853,,0,,526.16,197.95,37.89,308.4225312,48.33836858,48.338368577,37193,439,189,32
High (over 120%),966.3004157,1050.1697,83.86928479,167.7385696,0,167.7385696,526.16,197.95,37.89,966.3004157,7.986260198,7.986260154,37193,439,189,32
Extremely low (0-30% AMI),3531.386309,4494.900212,963.5139026,,0,,1174.89,404.82,97.29,4433.386309,21.43571286,1.3685265545,37195,902,355,72
Very low (31-50%),-273.2352858,1815.57657,2042.074241,518.6077629,257.955681,213.9144672,1174.89,404.82,97.29,81.7647142,115.049505,95.496487697,37195,902,355,72
Low (51-80%),-556.3573747,2969.636133,3605.986733,,79.99322512,,1174.89,404.82,97.29,-484.3573747,118.7348668,116.31032736,37195,902,355,72
Middle (81-120%),1256.522795,2124.763867,868.2410727,,0,,1174.89,404.82,97.29,1256.522795,40.86294416,40.862944136,37195,902,355,72
High (over 120%),1963.878617,2359.350741,395.4721242,,0,,1174.89,404.82,97.29,1963.878617,16.76190476,16.761904753,37195,902,355,72
Extremely low (0-30% AMI),591.7570584,1255.06369,620.3768877,73.65397242,30.7242285,0,260.86,67.41,1.73,791.7570584,52.85043595,36.914989677,37197,200,56,1
Very low (31-50%),-313.9763624,800.0925804,936.4576494,221.3827971,43.77150361,0,260.86,67.41,1.73,-257.9763624,139.242504,132.24331393,37197,200,56,1
Low (51-80%),348.4885095,628.3736047,208.335522,71.54957321,0,0,260.86,67.41,1.73,349.4885095,44.54119223,44.382051237,37197,200,56,1
Middle (81-120%),200.7596848,290.8279711,90.06828628,,0,,260.86,67.41,1.73,200.7596848,30.96960926,30.969609271,37197,200,56,1
High (over 120%),704.9737361,704.9737361,,,,,260.86,67.41,1.73,704.9737361,0,0,37197,200,56,1
Extremely low (0-30% AMI),427.9566396,491.7506775,60.39566396,3.398373984,0,0,309.51,76.97,11.52,589.9566396,12.9728419,-19.97068161,37199,162,52,11
Very low (31-50%),-55.98373984,195.197832,177.6693767,90.92140921,0,17.40921409,309.51,76.97,11.52,-3.98373984,128.6805131,102.04087299,37199,162,52,11
Low (51-80%),-253.3279133,148.2764228,328.3902439,73.21409214,0,0,309.51,76.97,11.52,-242.3279133,270.8484117,263.42983512,37199,162,52,11
Middle (81-120%),-95.51219512,104.1571816,153.6422764,46.02710027,0,0,309.51,76.97,11.52,-95.51219512,191.7000572,191.70005721,37199,162,52,11
High (over 120%),22.29810298,104.3360434,59.08401084,22.95392954,0,0,309.51,76.97,11.52,22.29810298,78.62857143,78.628571438,37199,162,52,11
Extremely low (0-30% AMI),16.56072265,37.66309803,18.0913349,3.011040482,0,0,21.27,5.58,0.15,29.56072265,56.02931379,21.512769272,38001,13,3,
Very low (31-50%),15.43158247,49.21796588,27.01154232,6.774841084,0,0,21.27,5.58,0.15,18.43158247,68.64644405,62.551108847,38001,13,3,
Low (51-80%),33.49782536,81.59919706,40.56122449,7.540147206,0,0,21.27,5.58,0.15,33.49782536,58.94833948,58.948339485,38001,13,3,
Middle (81-120%),27.62629642,45.50434928,17.87805286,,0,,21.27,5.58,0.15,27.62629642,39.28866832,39.28866832,38001,13,3,
High (over 120%),65.38976246,74.30996989,8.920207427,,0,,21.27,5.58,0.15,65.38976246,12.004052,12.004052004,38001,13,3,
Extremely low (0-30% AMI),103.1540786,320.2900302,190.163142,29.29305136,0,2.320241692,224.98,59.46,10.56,278.1540786,67.7935406,13.155561406,38003,175,59,10
Very low (31-50%),95.41993958,274.6586103,119.6858006,59.55287009,0,0,224.98,59.46,10.56,154.41993958,65.25871172,43.777499125,38003,175,59,10
Low (51-80%),96.67673716,298.4410876,201.7643505,,0,,224.98,59.46,10.56,106.67673716,67.60609006,64.255344994,38003,175,59,10
Middle (81-120%),215.5891239,271.5649547,55.97583082,,0,,224.98,59.46,10.56,215.5891239,20.61231755,20.612317544,38003,175,59,10
High (over 120%),193.5468278,197.4138973,8.797583082,,4.930513595,,224.98,59.46,10.56,193.5468278,1.958863859,1.9588638657,38003,175,59,10
Extremely low (0-30% AMI),53.18882175,165.1495468,98.05287009,15.10422961,0,1.196374622,21.65,8.85,15.5,71.18882175,67.7935406,56.894328123,38005,18,7,10
Very low (31-50%),49.20090634,141.6208459,61.71299094,30.70694864,0,0,21.65,8.85,15.5,56.20090634,65.25871172,60.315936554,38005,18,7,10
Low (51-80%),49.8489426,153.8836858,104.0347432,,0,,21.65,8.85,15.5,59.8489426,67.60609006,61.107675392,38005,18,7,10
Middle (81-120%),111.163142,140.0256798,28.86253776,,0,,21.65,8.85,15.5,111.163142,20.61231755,20.61231757,38005,18,7,10
High (over 120%),99.79758308,101.7915408,4.536253776,,2.542296073,,21.65,8.85,15.5,99.79758308,1.958863859,1.9588638745,38005,18,7,10
Extremely low (0-30% AMI),0.662428906,1.506523921,0.723653396,0.120441619,0,0,0,0,0,0.662428906,56.02931379,56.029313789,38007,,,
Very low (31-50%),0.617263299,1.968718635,1.080461693,0.270993643,0,0,0,0,0,0.617263299,68.64644405,68.646444036,38007,,,
Low (51-80%),1.339913014,3.263967882,1.62244898,0.301605888,0,0,0,0,0,1.339913014,58.94833948,58.948339492,38007,,,
Middle (81-120%),1.105051857,1.820173971,0.715122114,,0,,0,0,0,1.105051857,39.28866832,39.288668303,38007,,,
High (over 120%),2.615590499,2.972398796,0.356808297,,0,,0,0,0,2.615590499,12.004052,12.004051996,38007,,,
Extremely low (0-30% AMI),45.12990937,140.1268882,83.19637462,12.81570997,0,1.01510574,37.76,19.1,1.14,72.12990937,67.7935406,48.525289974,38009,27,18,1
Very low (31-50%),41.74622357,120.163142,52.36253776,26.05438067,0,0,37.76,19.1,1.14,59.74622357,65.25871172,50.279076782,38009,27,18,1
Low (51-80%),42.29607251,130.5679758,88.27190332,,0,,37.76,19.1,1.14,43.29607251,67.60609006,66.84020546,38009,27,18,1
Middle (81-120%),94.32024169,118.8096677,24.48942598,,0,,37.76,19.1,1.14,94.32024169,20.61231755,20.61231757,38009,27,18,1
High (over 120%),84.67673716,86.36858006,3.848942598,,2.157099698,,37.76,19.1,1.14,84.67673716,1.958863859,1.9588638586,38009,27,18,1
Extremely low (0-30% AMI),13.69019739,31.1348277,14.95550351,2.489126798,0,0,20.44,11.46,0.1,27.69019739,56.02931379,11.063592011,38011,14,7,
Very low (31-50%),12.75677484,40.68685179,22.32954165,5.600535296,0,0,20.44,11.46,0.1,19.75677484,68.64644405,51.441868882,38011,14,7,
Low (51-80%),27.69153563,67.45533623,33.53061225,6.233188357,0,0,20.44,11.46,0.1,27.69153563,58.94833948,58.948339483,38011,14,7,
Middle (81-120%),22.83773837,37.61692874,14.77919037,,0,,20.44,11.46,0.1,22.83773837,39.28866832,39.288668334,38011,14,7,
High (over 120%),54.05553697,61.42957511,7.37403814,,0,,20.44,11.46,0.1,54.05553697,12.004052,12.004052001,38011,14,7,
Extremely low (0-30% AMI),9.053195049,20.58916025,9.889929742,1.646035463,0,0,0,0,0,9.053195049,56.02931379,56.029313779,38013,,,
Very low (31-50%),8.43593175,26.90582135,14.7663098,3.703579793,0,0,0,0,0,8.43593175,68.64644405,68.646444053,38013,,,
Low (51-80%),18.31214453,44.60756106,22.17346939,4.12194714,0,0,0,0,0,18.31214453,58.94833948,58.948339486,38013,,,
Middle (81-120%),15.10237538,24.87571094,9.773335564,,0,,0,0,0,15.10237538,39.28866832,39.288668306,38013,,,
High (over 120%),35.74640348,40.62278354,4.87638006,,0,,0,0,0,35.74640348,12.004052,12.004052,38013,,,
Extremely low (0-30% AMI),1277.451195,2541.497039,950.9914455,313.0543979,0,0,1062.06,229.19,44.75,2069.451195,49.73627056,18.573535076,38015,792,185,38
Very low (31-50%),-569.3331871,1718.250713,1994.243255,293.3406449,0,0,1062.06,229.19,44.75,-384.3331871,133.1344654,122.3677013,38015,792,185,38
Low (51-80%),2845.877385,3612.348103,766.4707173,,0,,1062.06,229.19,44.75,2883.877385,21.21807466,20.166127329,38015,792,185,38
Middle (81-120%),1599.968195,1737.964466,137.9962711,,0,,1062.06,229.19,44.75,1599.968195,7.940108893,7.940108886,38015,792,185,38
High (over 120%),2009.225707,2681.85896,672.6332529,,0,,1062.06,229.19,44.75,2009.225707,25.08085857,25.080858577,38015,792,185,38
Extremely low (0-30% AMI),4251,5877,1579,47,0,0,2131.84,630.36,131.8,5769,27.66717713,1.8376722818,38017,1518,535,100
Very low (31-50%),-786,5859,6116,529,0,0,2131.84,630.36,131.8,-251,113.4152586,104.28400751,38017,1518,535,100
Low (51-80%),2654,7568,4709,205,0,0,2131.84,630.36,131.8,2754,64.93128964,63.609936575,38017,1518,535,100
Middle (81-120%),4753,5033,280,,0,,2131.84,630.36,131.8,4753,5.563282337,5.5632823366,38017,1518,535,100
High (over 120%),5640,5640,216,997,216,997,2131.84,630.36,131.8,5640,0,0,38017,1518,535,100
Extremely low (0-30% AMI),25.46591429,43.69193229,15.97407351,2.665853287,0,0.4139088,17.04,6.96,0,39.46591429,41.71483622,9.6723073998,38019,14,4,
Very low (31-50%),-6.29983224,28.86838493,30.79762086,5.956077475,0.203446698,1.382034467,17.04,6.96,0,-2.29983224,121.8226002,107.96661208,38019,14,4,
Low (51-80%),-8.544761324,27.3530578,35.89781913,,0,,17.04,6.96,0,-8.544761324,131.2387792,131.23877918,38019,14,4,
Middle (81-120%),14.48680799,17.39118499,2.904377002,,0,,17.04,6.96,0,14.48680799,16.70028237,16.700282365,38019,14,4,
High (over 120%),9.526917798,10.53713589,1.010218088,,0,,17.04,6.96,0,9.526917798,9.587217044,9.587217082,38019,14,4,
Extremely low (0-30% AMI),47.89296504,148.7060855,88.29003021,13.60034527,0,1.077255071,86.27,19.73,0,108.89296504,67.7935406,26.773027026,38021,61,17,
Very low (31-50%),44.3021148,127.5200691,55.56840742,27.64954683,0,0,86.27,19.73,0,61.3021148,65.25871172,51.927476802,38021,61,17,
Low (51-80%),44.88562797,138.5619335,93.67630557,,0,,86.27,19.73,0,44.88562797,67.60609006,67.606090045,38021,61,17,
Middle (81-120%),100.0949504,126.083729,25.98877859,,0,,86.27,19.73,0,100.0949504,20.61231755,20.61231755,38021,61,17,
High (over 120%),89.86102719,91.65645231,4.084592145,,2.289167026,,86.27,19.73,0,89.86102719,1.958863859,1.9588638604,38021,61,17,
Extremely low (0-30% AMI),3.974573436,9.039143526,4.341920375,0.722649716,0,0,0,0,0,3.974573436,56.02931379,56.029313789,38023,,,
Very low (31-50%),3.703579793,11.81231181,6.482770157,1.62596186,0,0,0,0,0,3.703579793,68.64644405,68.646444044,38023,,,
Low (51-80%),8.039478086,19.58380729,9.734693878,1.80963533,0,0,0,0,0,8.039478086,58.94833948,58.948339478,38023,,,
Middle (81-120%),6.630311141,10.92104383,4.290732687,,0,,0,0,0,6.630311141,39.28866832,39.288668334,38023,,,
High (over 120%),15.69354299,17.83439277,2.140849783,,0,,0,0,0,15.69354299,12.004052,12.004051989,38023,,,
Extremely low (0-30% AMI),8.390766143,19.08263633,9.166276347,1.525593844,0,0,7.7,1.8,0.5,13.390766143,56.02931379,29.827483418,38025,5,3,1
Very low (31-50%),7.818668451,24.93710271,13.68584811,3.432586149,0,0,7.7,1.8,0.5,10.818668451,68.64644405,56.616177201,38025,5,3,1
Low (51-80%),16.97223152,41.34359318,20.55102041,3.820341251,0,0,7.7,1.8,0.5,17.97223152,58.94833948,56.529585027,38025,5,3,1
Middle (81-120%),13.99732352,23.05553697,9.058213449,,0,,7.7,1.8,0.5,13.99732352,39.28866832,39.288668322,38025,5,3,1
High (over 120%),33.13081298,37.65038474,4.519571763,,0,,7.7,1.8,0.5,33.13081298,12.004052,12.004051994,38025,5,3,1
Extremely low (0-30% AMI),14.04553302,43.61091929,25.89274925,3.988562797,0,0.315925766,30.82,13.34,1.84,36.04553302,67.7935406,17.347458832,38027,22,12,2
Very low (31-50%),12.99244713,37.39771256,16.2965041,8.108761329,0,0,30.82,13.34,1.84,24.99244713,65.25871172,33.171187703,38027,22,12,2
Low (51-80%),13.16357359,40.63595166,27.47237808,,0,,30.82,13.34,1.84,15.16357359,67.60609006,62.684339924,38027,22,12,2
Middle (81-120%),29.3547691,36.97647821,7.621709107,,0,,30.82,13.34,1.84,29.3547691,20.61231755,20.612317557,38027,22,12,2
High (over 120%),26.35347432,26.88001726,1.197885196,,0.671342253,,30.82,13.34,1.84,26.35347432,1.958863859,1.9588638464,38027,22,12,2
Extremely low (0-30% AMI),15.99034876,31.81289757,11.9039263,3.918622505,0,0,25.37,9.63,11,38.99034876,49.73627056,-22.56145066,38029,23,8,10
Very low (31-50%),-7.126562843,21.50800614,24.96271112,3.671857864,0,0,25.37,9.63,11,0.873437157,133.1344654,95.93901382,38029,23,8,10
Low (51-80%),35.62294363,45.21715288,9.594209256,,0,,25.37,9.63,11,45.62294363,21.21807466,-0.897426583,38029,23,8,10
Middle (81-120%),20.02741829,21.75477078,1.72735249,,0,,25.37,9.63,11,20.02741829,7.940108893,7.940108896,38029,23,8,10
High (over 120%),25.15025225,33.56986181,8.419609564,,0,,25.37,9.63,11,25.15025225,25.08085857,25.080858562,38029,23,8,10
Extremely low (0-30% AMI),37.7617609,117.2490289,69.61329305,10.72334916,0,0.849374191,37.8,12.6,3.6,64.7617609,67.7935406,44.765631317,38031,27,10,3
Very low (31-50%),34.9305136,100.5446698,43.81355201,21.80060423,0,0,37.8,12.6,3.6,44.9305136,65.25871172,55.312883627,38031,27,10,3
Low (51-80%),35.39059128,109.2507553,73.86016401,,0,,37.8,12.6,3.6,38.39059128,67.60609006,64.860113622,38031,27,10,3
